storm_id,start_time,area_00,bounds_00,clon_idx_00,clat_idx_00,PSu_00,PSv_00,tmin_00,tmean_00,area_01,bounds_01,clon_idx_01,clat_idx_01,PSu_01,PSv_01,tmin_01,tmean_01,area_02,bounds_02,clon_idx_02,clat_idx_02,PSu_02,PSv_02,tmin_02,tmean_02,area_03,bounds_03,clon_idx_03,clat_idx_03,PSu_03,PSv_03,tmin_03,tmean_03,area_04,bounds_04,clon_idx_04,clat_idx_04,PSu_04,PSv_04,tmin_04,tmean_04,area_05,bounds_05,clon_idx_05,clat_idx_05,PSu_05,PSv_05,tmin_05,tmean_05,area_06,bounds_06,clon_idx_06,clat_idx_06,PSu_06,PSv_06,tmin_06,tmean_06,area_07,bounds_07,clon_idx_07,clat_idx_07,PSu_07,PSv_07,tmin_07,tmean_07,area_08,bounds_08,clon_idx_08,clat_idx_08,PSu_08,PSv_08,tmin_08,tmean_08,area_09,bounds_09,clon_idx_09,clat_idx_09,PSu_09,PSv_09,tmin_09,tmean_09,area_10,bounds_10,clon_idx_10,clat_idx_10,PSu_10,PSv_10,tmin_10,tmean_10,area_11,bounds_11,clon_idx_11,clat_idx_11,PSu_11,PSv_11,tmin_11,tmean_11,area_12,bounds_12,clon_idx_12,clat_idx_12,PSu_12,PSv_12,tmin_12,tmean_12,area_13,bounds_13,clon_idx_13,clat_idx_13,PSu_13,PSv_13,tmin_13,tmean_13,area_14,bounds_14,clon_idx_14,clat_idx_14,PSu_14,PSv_14,tmin_14,tmean_14,area_15,bounds_15,clon_idx_15,clat_idx_15,PSu_15,PSv_15,tmin_15,tmean_15,area_16,bounds_16,clon_idx_16,clat_idx_16,PSu_16,PSv_16,tmin_16,tmean_16,area_17,bounds_17,clon_idx_17,clat_idx_17,PSu_17,PSv_17,tmin_17,tmean_17,area_18,bounds_18,clon_idx_18,clat_idx_18,PSu_18,PSv_18,tmin_18,tmean_18,area_19,bounds_19,clon_idx_19,clat_idx_19,PSu_19,PSv_19,tmin_19,tmean_19,area_20,bounds_20,clon_idx_20,clat_idx_20,PSu_20,PSv_20,tmin_20,tmean_20,area_21,bounds_21,clon_idx_21,clat_idx_21,PSu_21,PSv_21,tmin_21,tmean_21,area_22,bounds_22,clon_idx_22,clat_idx_22,PSu_22,PSv_22,tmin_22,tmean_22,area_23,bounds_23,clon_idx_23,clat_idx_23,PSu_23,PSv_23,tmin_23,tmean_23,area_24,bounds_24,clon_idx_24,clat_idx_24,PSu_24,PSv_24,tmin_24,tmean_24,area_25,bounds_25,clon_idx_25,clat_idx_25,PSu_25,PSv_25,tmin_25,tmean_25,area_26,bounds_26,clon_idx_26,clat_idx_26,PSu_26,PSv_26,tmin_26,tmean_26,area_27,bounds_27,clon_idx_27,clat_idx_27,PSu_27,PSv_27,tmin_27,tmean_27,area_28,bounds_28,clon_idx_28,clat_idx_28,PSu_28,PSv_28,tmin_28,tmean_28,area_29,bounds_29,clon_idx_29,clat_idx_29,PSu_29,PSv_29,tmin_29,tmean_29,area_30,bounds_30,clon_idx_30,clat_idx_30,PSu_30,PSv_30,tmin_30,tmean_30,area_31,bounds_31,clon_idx_31,clat_idx_31,PSu_31,PSv_31,tmin_31,tmean_31,area_32,bounds_32,clon_idx_32,clat_idx_32,PSu_32,PSv_32,tmin_32,tmean_32,area_33,bounds_33,clon_idx_33,clat_idx_33,PSu_33,PSv_33,tmin_33,tmean_33,tmin_min,mcs_thld
93,20060727_1400,941,"1632,1522,65,26",1662.26,1508.42,-0.12,-0.0,213.3,227.64,4080.0,"1611,1563,96,79",1645.6,1519.7,-6.135,-0.36,210.26,223.18,6280.0,"1595,1569,98,97",1637.08,1520.35,-5.925000000000001,-0.615,217.23,225.76,21394.0,"1458,1650,241,191",1565.24,1546.75,-3.42,0.36,211.55,228.78,24646.0,"1433,1648,257,222",1533.76,1544.83,-4.035,-2.34,209.75,227.38,30940.0,"1382,1662,238,259",1507.55,1541.12,-3.06,-1.4249999999999998,209.24,227.24,39392.0,"1357,1647,266,276",1487.59,1532.07,-3.0749999999999997,-4.005,210.9,228.5,40885.0,"1341,1651,279,297",1471.81,1517.73,-0.96,-2.07,213.0,230.05,36375.0,"1315,1674,250,331",1446.55,1509.43,-0.8699999999999999,-3.54,215.32,231.84,25576.0,"1296,1657,283,255",1416.1,1524.69,-0.8999999999999999,-1.5750000000000002,215.04,233.9,9646.0,"1312,1584,133,126",1383.6,1521.62,-1.395,-0.06,218.05,232.3,9652.0,"1300,1633,122,144",1358.36,1549.59,-1.1099999999999999,1.23,221.9,233.52,5434.0,"1292,1597,123,113",1358.61,1531.4,-2.4000000000000004,0.48,219.42,234.92,1133.0,"1327,1572,62,59",1353.88,1545.19,-16.799999999999997,1.095,229.58,236.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.24,12
116,20060727_1500,27452,"3111,331,188,235",3200.05,220.23,-3.42,-1.875,210.14,226.94,34224.0,"3047,315,252,307",3175.23,143.0,-9.48,9.375,202.62,225.76,21030.0,"3010,148,276,140",3135.48,70.0,-4.38,-1.755,200.73,222.08,24035.0,"2984,170,315,170",3133.76,70.16,-6.36,-0.46499999999999997,202.64,224.36,17154.0,"3036,106,263,106",3163.72,45.29,-1.7999999999999998,-2.7750000000000004,201.86,222.46,21954.0,"3010,207,283,207",3129.06,65.91,-6.945,-2.31,201.51,228.06,12903.0,"3049,97,250,97",3171.66,35.72,-0.8400000000000001,-0.615,205.67,225.85,10115.0,"3074,90,160,90",3155.97,36.72,0.165,-0.015,211.54,225.95,8464.0,"3057,84,150,84",3135.9,33.26,-4.335,-0.8250000000000001,218.48,228.68,7115.0,"3055,90,132,90",3120.48,34.75,0.03,0.0,223.21,232.49,2764.0,"3069,75,106,52",3111.49,48.4,-1.4249999999999998,0.10500000000000001,231.58,236.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.73,11
99,20060727_1500,1496,"2124,399,68,37",2157.33,377.59,-16.125,-1.095,217.54,229.31,4187.0,"2080,407,152,52",2144.39,377.33,-9.254999999999999,-1.185,210.48,227.54,5923.0,"2045,414,161,59",2131.32,383.53,-1.545,-0.9450000000000001,212.28,226.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.48,2
103,20060727_1500,1349,"2197,494,57,34",2226.97,476.45,-4.3950000000000005,1.17,213.26,225.68,3933.0,"2161,502,84,74",2203.0,468.44,-16.095,-0.915,205.13,225.3,7433.0,"2127,511,149,94",2184.01,462.38,-14.52,5.324999999999999,209.8,224.85,15783.0,"2050,517,160,166",2133.74,430.41,-25.994999999999997,1.1400000000000001,205.74,226.46,13614.0,"2030,519,172,163",2113.2,431.36,-7.3500000000000005,1.335,211.65,228.18,10968.0,"2010,487,174,99",2104.54,431.63,-1.365,1.6500000000000001,212.89,227.66,9529.0,"1957,487,226,98",2087.79,433.41,-0.72,-0.165,219.65,230.5,5992.0,"2004,486,152,95",2074.08,441.97,-14.625,0.99,218.33,234.06,3641.0,"2009,472,113,62",2065.89,443.04,-12.57,1.7249999999999999,221.19,233.24,3858.0,"1988,476,130,65",2061.22,444.17,-0.24,-1.02,216.41,233.44,3478.0,"1974,484,123,58",2041.43,452.26,-27.375,-1.92,210.52,229.19,5153.0,"1987,519,107,91",2034.3,471.94,-12.375,-0.03,210.01,228.06,4681.0,"1970,496,87,71",2013.68,460.74,-2.4749999999999996,0.6000000000000001,218.0,226.71,4822.0,"1934,492,112,73",1996.46,460.57,-8.084999999999999,1.26,226.93,232.38,1984.0,"1899,490,113,55",1963.28,473.35,-8.58,1.905,233.71,238.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.13,13
104,20060727_1500,1110,"2306,549,56,30",2334.87,535.54,-7.050000000000001,3.585,208.39,223.56,3434.0,"2257,563,117,50",2314.56,540.37,-19.89,4.26,205.3,221.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.3,1
107,20060727_1500,1070,"2343,802,43,39",2365.19,783.15,-0.30000000000000004,-0.09,207.93,223.17,2301.0,"2308,817,65,59",2342.45,786.96,-12.690000000000001,-0.07500000000000001,206.67,221.74,2939.0,"2278,828,78,76",2317.95,790.17,-26.19,0.48,209.33,225.21,3059.0,"2257,840,75,98",2294.3,790.05,-28.349999999999998,-0.78,216.79,229.95,1041.0,"2245,819,47,54",2268.72,789.94,-46.065,-1.455,229.44,236.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.67,3
109,20060727_1500,2395,"2854,862,69,53",2887.29,834.27,0.015,-0.0,202.44,219.19,13805.0,"2810,911,205,133",2906.68,839.23,-27.150000000000002,0.045,201.47,220.2,28719.0,"2768,996,229,227",2877.64,864.28,-21.57,2.415,200.05,218.34,34080.0,"2727,1006,234,257",2843.01,867.31,-24.224999999999998,0.495,196.53,216.04,42241.0,"2689,1012,253,292",2819.95,859.64,-11.43,0.43499999999999994,197.21,215.96,49862.0,"2673,986,262,280",2797.87,856.46,-5.25,-0.6900000000000001,193.22,217.57,62828.0,"2588,998,316,349",2752.89,834.93,-6.404999999999999,0.045,193.96,219.27,75321.0,"2546,1005,306,425",2711.07,802.89,-5.37,-1.155,194.87,217.88,76854.0,"2522,999,298,446",2680.92,768.58,-3.435,-0.885,195.93,215.45,85359.0,"2493,971,314,431",2658.18,746.09,-0.18,-1.2000000000000002,198.21,216.19,100927.0,"2439,933,476,443",2637.16,714.66,-2.925,1.41,196.31,218.8,105855.0,"2419,917,476,441",2604.15,697.98,-2.37,-1.845,197.06,220.34,102069.0,"2398,930,377,427",2572.19,705.75,-2.3850000000000002,-0.30000000000000004,201.19,222.56,105089.0,"2374,921,545,494",2584.43,677.53,-4.155,-5.76,203.32,223.54,76506.0,"2345,920,309,385",2510.05,732.46,-2.8499999999999996,0.63,204.87,225.58,74730.0,"2321,920,317,395",2485.57,717.2,-4.38,-0.34500000000000003,203.92,227.8,46365.0,"2300,855,260,350",2435.9,663.3,-4.86,-2.235,210.91,227.11,37212.0,"2297,758,225,262",2415.79,636.08,-2.325,-1.215,211.69,228.58,38190.0,"2266,784,236,295",2388.82,635.27,-8.355,-1.155,212.51,229.69,34211.0,"2246,784,240,275",2353.18,634.58,-10.125,-0.015,207.82,229.2,31529.0,"2136,761,319,257",2317.53,634.6,-5.1450000000000005,1.185,203.44,228.1,28225.0,"2095,771,259,259",2263.01,652.64,-6.705,1.9500000000000002,205.65,224.65,33016.0,"2149,758,197,251",2248.15,645.62,-0.24,-0.8250000000000001,198.07,225.07,39135.0,"2128,757,198,300",2232.03,631.92,-2.7,0.48,194.89,225.95,43312.0,"2073,765,244,322",2209.22,613.15,-0.33,-0.54,199.64,225.17,48099.0,"2016,777,290,347",2180.03,604.81,-8.129999999999999,5.385,203.67,224.81,58200.0,"1894,837,387,415",2137.01,617.52,-9.765,0.5549999999999999,199.44,226.14,75442.0,"1845,807,436,424",2089.84,574.35,-3.915,-0.28500000000000003,195.45,226.95,67382.0,"1878,834,359,459",2053.21,577.25,-3.7800000000000002,-0.30000000000000004,199.41,226.8,48133.0,"1738,803,388,316",1937.97,641.91,-3.3899999999999997,-1.02,199.79,222.45,49797.0,"1674,800,430,315",1911.93,633.42,-5.205,0.375,200.7,224.8,8968.0,"1681,661,123,151",1749.19,574.08,-2.91,-2.04,224.09,234.26,2095.0,"1707,585,81,71",1740.39,541.19,1.23,-23.82,230.04,237.69,,,,,,,,,193.22,32
110,20060727_1500,572,"799,1050,28,33",813.57,1036.02,-11.745000000000001,-5.13,211.12,228.4,2813.0,"752,1059,79,64",798.66,1026.28,-9.66,-2.7750000000000004,206.47,221.96,9369.0,"697,1081,164,109",786.26,1022.02,-6.39,1.095,202.96,220.29,17307.0,"655,1089,216,168",769.61,1010.22,-5.04,-2.3850000000000002,204.86,222.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.96,3
111,20060727_1500,562,"611,1309,28,26",624.56,1296.6,-12.03,-1.5750000000000002,206.0,223.19,2823.0,"584,1321,65,54",615.75,1294.16,-8.55,1.56,200.77,213.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.77,1
142,20060727_1600,3886,"3126,432,115,61",3182.21,401.67,2.43,-4.9350000000000005,215.39,229.43,1886.0,"3137,413,71,47",3169.67,388.71,-21.735,0.36,225.79,235.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.39,1
122,20060727_1600,2667,"2022,786,106,55",2084.46,761.99,-7.4399999999999995,-0.30000000000000004,205.35,223.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.35,1
126,20060727_1600,1315,"513,926,49,42",538.33,904.95,-17.88,-13.32,212.07,223.32,3152.0,"476,945,85,73",522.41,906.22,-17.85,9.33,208.28,224.12,4517.0,"454,951,99,88",506.51,907.6,-28.950000000000003,-1.41,206.3,221.42,7258.0,"429,963,114,129",494.93,899.35,-11.76,0.165,202.71,223.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.71,3
127,20060727_1600,2839,"2895,969,72,78",2930.17,929.75,-18.39,0.015,204.59,219.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.59,1
136,20060727_1600,2928,"1480,1628,67,75",1511.51,1592.81,1.455,-2.175,213.9,226.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.9,1
170,20060727_1700,4884,"3244,310,55,171",3281.23,219.1,-2.58,-4.949999999999999,218.95,231.5,3534.0,"3244,302,55,88",3276.67,258.66,-2.3850000000000002,0.135,221.04,231.0,4708.0,"3197,293,102,85",3255.57,249.43,-27.57,-2.58,226.68,234.78,590.0,"3272,252,27,40",3288.09,233.64,46.995,-38.955,228.52,237.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.95,3
149,20060727_1700,832,"304,788,27,52",316.89,762.22,-12.299999999999999,-9.06,218.65,231.13,2318.0,"268,805,51,84",293.01,769.43,-29.31,1.71,208.11,226.74,2600.0,"235,793,66,72",269.65,766.71,-30.839999999999996,-2.445,211.98,227.18,1762.0,"212,784,59,52",245.03,762.33,-37.605000000000004,-12.254999999999999,219.4,230.3,731.0,"204,775,28,43",219.43,753.66,-30.015,-10.185,228.99,236.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.11,2
151,20060727_1700,638,"1971,821,56,23",2000.68,810.81,49.739999999999995,-1.8900000000000001,209.25,230.36,2492.0,"1922,849,89,59",1970.47,815.82,-11.084999999999999,4.305,204.15,221.92,3942.0,"1913,847,84,78",1956.12,812.36,-20.745,-2.16,205.81,219.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.15,2
152,20060727_1700,716,"1836,827,47,28",1861.64,811.97,34.38,-6.015,215.11,228.09,2399.0,"1798,837,109,46",1854.19,815.42,-26.43,0.81,211.7,225.23,4285.0,"1763,862,115,73",1831.9,823.29,-7.11,-1.935,207.07,225.53,4705.0,"1770,855,99,64",1819.1,822.85,-16.11,-0.9299999999999999,202.67,223.49,4417.0,"1752,850,103,53",1804.2,824.28,-21.225,1.53,205.8,224.19,3731.0,"1729,846,111,47",1786.38,822.47,-2.55,-0.81,212.24,228.43,2438.0,"1705,840,98,33",1757.11,823.46,-35.55,1.845,220.89,231.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.67,6
154,20060727_1700,647,"432,918,27,34",444.99,900.08,-21.855,6.6000000000000005,207.06,224.17,1524.0,"407,933,41,58",426.82,905.74,-27.81,0.10500000000000001,204.7,221.15,2857.0,"382,948,61,86",410.09,906.36,-23.94,0.30000000000000004,209.37,221.89,4578.0,"357,963,79,109",397.55,910.82,-16.245,3.1049999999999995,201.78,222.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.78,2
160,20060727_1700,1902,"1327,1093,67,42",1361.34,1073.04,58.62,0.39,200.06,216.08,3234.0,"1301,1094,84,54",1341.87,1070.71,-11.64,-3.51,203.53,218.19,3440.0,"1285,1096,77,67",1320.81,1065.79,-5.9399999999999995,-5.25,210.2,223.6,2283.0,"1272,1083,66,59",1303.47,1054.71,-14.309999999999999,-16.830000000000002,221.56,231.18,720.0,"1252,1057,56,44",1285.15,1039.71,-14.235,-23.73,230.68,235.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.06,3
167,20060727_1700,655,"1278,1620,31,33",1294.38,1600.53,-7.800000000000001,2.61,222.97,229.24,3263.0,"1215,1637,118,67",1281.26,1601.58,-1.6800000000000002,-1.995,220.83,230.7,2528.0,"1234,1631,90,67",1276.4,1598.45,-1.335,-0.09,226.53,235.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.83,2
176,20060727_1800,2735,"1812,788,111,53",1875.1,759.79,-28.665,-0.96,205.09,224.66,3554.0,"1787,779,102,69",1843.16,745.5,-15.105,-2.46,205.95,225.88,3922.0,"1758,770,119,60",1824.16,740.63,-19.65,-3.045,207.6,227.01,3169.0,"1762,768,96,61",1813.17,737.05,-13.125,1.32,212.75,229.72,1698.0,"1767,763,65,43",1798.78,739.65,0.6000000000000001,-0.195,222.97,232.51,1025.0,"1745,756,47,35",1765.16,736.7,-30.69,-3.09,231.66,236.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.09,4
180,20060727_1800,481,"1986,942,28,23",2000.96,931.58,-9.48,4.68,208.57,224.44,2580.0,"1955,951,99,66",2011.15,918.04,23.700000000000003,-21.705000000000002,204.0,223.17,2610.0,"1967,938,86,58",2014.3,908.3,-8.805,-7.5600000000000005,205.68,224.02,2467.0,"1959,939,78,63",1999.0,907.04,-16.080000000000002,-0.44999999999999996,212.43,231.14,702.0,"1956,937,36,31",1973.95,921.04,-23.835,3.87,225.8,233.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.0,3
181,20060727_1800,445,"540,1008,23,21",551.64,997.78,-22.845,-0.15000000000000002,207.31,222.76,2363.0,"508,1026,72,72",543.15,996.49,-7.26,0.24,209.96,224.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.31,1
