storm_id,start_time,area_00,bounds_00,clon_idx_00,clat_idx_00,PSu_00,PSv_00,tmin_00,tmean_00,area_01,bounds_01,clon_idx_01,clat_idx_01,PSu_01,PSv_01,tmin_01,tmean_01,area_02,bounds_02,clon_idx_02,clat_idx_02,PSu_02,PSv_02,tmin_02,tmean_02,area_03,bounds_03,clon_idx_03,clat_idx_03,PSu_03,PSv_03,tmin_03,tmean_03,area_04,bounds_04,clon_idx_04,clat_idx_04,PSu_04,PSv_04,tmin_04,tmean_04,area_05,bounds_05,clon_idx_05,clat_idx_05,PSu_05,PSv_05,tmin_05,tmean_05,area_06,bounds_06,clon_idx_06,clat_idx_06,PSu_06,PSv_06,tmin_06,tmean_06,area_07,bounds_07,clon_idx_07,clat_idx_07,PSu_07,PSv_07,tmin_07,tmean_07,area_08,bounds_08,clon_idx_08,clat_idx_08,PSu_08,PSv_08,tmin_08,tmean_08,area_09,bounds_09,clon_idx_09,clat_idx_09,PSu_09,PSv_09,tmin_09,tmean_09,area_10,bounds_10,clon_idx_10,clat_idx_10,PSu_10,PSv_10,tmin_10,tmean_10,area_11,bounds_11,clon_idx_11,clat_idx_11,PSu_11,PSv_11,tmin_11,tmean_11,area_12,bounds_12,clon_idx_12,clat_idx_12,PSu_12,PSv_12,tmin_12,tmean_12,area_13,bounds_13,clon_idx_13,clat_idx_13,PSu_13,PSv_13,tmin_13,tmean_13,area_14,bounds_14,clon_idx_14,clat_idx_14,PSu_14,PSv_14,tmin_14,tmean_14,area_15,bounds_15,clon_idx_15,clat_idx_15,PSu_15,PSv_15,tmin_15,tmean_15,area_16,bounds_16,clon_idx_16,clat_idx_16,PSu_16,PSv_16,tmin_16,tmean_16,area_17,bounds_17,clon_idx_17,clat_idx_17,PSu_17,PSv_17,tmin_17,tmean_17,area_18,bounds_18,clon_idx_18,clat_idx_18,PSu_18,PSv_18,tmin_18,tmean_18,area_19,bounds_19,clon_idx_19,clat_idx_19,PSu_19,PSv_19,tmin_19,tmean_19,area_20,bounds_20,clon_idx_20,clat_idx_20,PSu_20,PSv_20,tmin_20,tmean_20,area_21,bounds_21,clon_idx_21,clat_idx_21,PSu_21,PSv_21,tmin_21,tmean_21,area_22,bounds_22,clon_idx_22,clat_idx_22,PSu_22,PSv_22,tmin_22,tmean_22,area_23,bounds_23,clon_idx_23,clat_idx_23,PSu_23,PSv_23,tmin_23,tmean_23,area_24,bounds_24,clon_idx_24,clat_idx_24,PSu_24,PSv_24,tmin_24,tmean_24,area_25,bounds_25,clon_idx_25,clat_idx_25,PSu_25,PSv_25,tmin_25,tmean_25,area_26,bounds_26,clon_idx_26,clat_idx_26,PSu_26,PSv_26,tmin_26,tmean_26,area_27,bounds_27,clon_idx_27,clat_idx_27,PSu_27,PSv_27,tmin_27,tmean_27,area_28,bounds_28,clon_idx_28,clat_idx_28,PSu_28,PSv_28,tmin_28,tmean_28,area_29,bounds_29,clon_idx_29,clat_idx_29,PSu_29,PSv_29,tmin_29,tmean_29,area_30,bounds_30,clon_idx_30,clat_idx_30,PSu_30,PSv_30,tmin_30,tmean_30,area_31,bounds_31,clon_idx_31,clat_idx_31,PSu_31,PSv_31,tmin_31,tmean_31,area_32,bounds_32,clon_idx_32,clat_idx_32,PSu_32,PSv_32,tmin_32,tmean_32,area_33,bounds_33,clon_idx_33,clat_idx_33,PSu_33,PSv_33,tmin_33,tmean_33,tmin_min,mcs_thld
15,20060727_0700,7901,"379,1175,132,131",445.23,1107.81,0.0,0.0,221.26,235.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.26,1
16,20060727_0700,934,"1365,1222,57,31",1394.37,1206.61,0.0,0.0,219.11,229.03,2129.0,"1329,1237,81,47",1363.73,1213.46,-28.799999999999997,0.22499999999999998,213.14,225.73,4291.0,"1296,1254,87,68",1340.63,1219.05,-5.9399999999999995,2.925,210.13,222.74,5277.0,"1271,1265,95,85",1321.85,1220.07,-14.475000000000001,1.2000000000000002,213.87,223.71,5331.0,"1260,1265,97,93",1311.41,1216.65,-10.14,-2.8499999999999996,215.6,228.7,4423.0,"1264,1262,75,95",1303.09,1210.39,-2.085,-6.8100000000000005,220.2,233.54,1078.0,"1260,1215,47,33",1287.04,1200.59,-18.75,0.06,229.0,235.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.13,4
22,20060727_0800,1021,"444,710,26,64",457.76,677.47,-14.924999999999999,7.904999999999999,215.45,228.81,2263.0,"419,711,44,77",439.52,674.68,-13.365,0.24,207.88,224.76,3485.0,"389,707,66,83",421.99,668.54,-20.895,-0.63,210.62,225.77,4657.0,"370,729,71,118",405.5,667.27,-23.07,-2.085,215.56,229.92,4597.0,"340,726,74,135",381.26,664.91,-5.61,0.06,213.85,231.73,5185.0,"320,761,76,155",361.24,679.4,-20.775,-1.41,213.21,230.95,3759.0,"307,701,66,118",336.2,643.64,-16.995,-6.9750000000000005,211.78,230.45,3098.0,"287,684,61,121",314.37,627.16,-25.424999999999997,-13.71,218.88,230.88,1655.0,"268,666,48,77",294.08,624.18,-20.384999999999998,-19.259999999999998,223.36,232.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.88,7
38,20060727_1000,2414,"124,717,72,74",164.96,679.31,-5.91,-1.6800000000000002,217.21,229.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.21,1
40,20060727_1000,4887,"30,946,111,84",83.55,901.46,-13.169999999999998,0.585,214.99,229.76,1925.0,"8,941,83,50",46.71,913.88,-2.085,0.195,219.12,232.48,462.0,"8,933,28,28",22.12,919.74,-37.11,1.35,222.64,232.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.99,1
41,20060727_1100,2263,"3253,281,46,60",3277.8,251.63,0.10500000000000001,-0.09,206.09,221.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.09,1
49,20060727_1100,2580,"153,861,95,63",201.61,835.97,-7.455,-3.1500000000000004,216.08,231.29,2807.0,"136,855,114,50",197.95,832.55,-14.97,-4.0649999999999995,215.19,229.03,3301.0,"113,850,135,55",191.6,824.42,-10.92,-7.62,215.7,229.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.19,3
47,20060727_1100,1887,"789,1279,58,63",813.15,1247.65,0.42000000000000004,-4.86,200.17,224.22,13251.0,"750,1297,237,133",834.79,1230.43,2.46,0.75,199.19,217.87,22064.0,"722,1308,220,163",815.98,1228.71,-2.505,1.935,199.41,216.15,30143.0,"694,1317,233,194",796.41,1228.51,-1.53,-0.765,199.68,215.69,45186.0,"617,1344,304,248",766.16,1216.77,-4.199999999999999,0.405,198.27,216.98,57025.0,"581,1365,341,296",740.63,1213.55,-2.835,-1.815,195.78,218.43,73869.0,"545,1401,317,365",698.57,1224.84,-4.485,-0.10500000000000001,196.35,217.5,88543.0,"465,1421,387,408",664.36,1222.74,-6.540000000000001,0.375,198.29,217.62,123592.0,"437,1436,447,526",659.48,1180.58,-1.92,-1.1400000000000001,198.18,219.75,143167.0,"407,1449,487,624",620.08,1148.81,-7.455,0.045,199.09,221.11,149643.0,"335,1413,449,600",565.19,1131.9,-5.385,-0.51,196.11,222.04,143540.0,"294,1410,483,609",528.28,1134.76,-3.54,-1.5,195.86,221.63,140423.0,"262,1401,550,581",492.01,1124.06,-3.3899999999999997,-0.66,195.32,220.62,137314.0,"254,1403,487,597",458.36,1118.48,1.0499999999999998,0.375,195.25,220.25,124095.0,"235,1416,418,603",422.75,1099.49,-1.305,-1.305,194.36,219.04,106810.0,"206,1392,355,510",384.25,1112.29,-1.5,0.195,195.34,216.8,112071.0,"172,1329,389,458",372.65,1085.86,-1.02,-0.66,196.74,217.18,116716.0,"149,1294,446,393",359.7,1080.82,-1.335,0.18,200.39,219.16,119342.0,"115,1285,476,385",339.59,1080.44,-1.62,0.255,201.36,222.23,115639.0,"91,1267,455,365",313.28,1083.91,-0.43499999999999994,0.12,199.93,224.81,100360.0,"68,1268,460,373",296.86,1078.86,-0.705,-0.07500000000000001,201.57,228.11,59811.0,"45,1226,372,343",230.85,1078.09,-2.4749999999999996,-3.3449999999999998,204.11,226.03,49479.0,"12,1212,338,275",185.66,1082.37,-1.8900000000000001,1.6949999999999998,202.43,223.68,53794.0,"8,1211,280,349",161.25,1057.25,-6.75,-0.015,205.96,224.95,56897.0,"8,1211,276,359",142.92,1050.44,-3.885,-0.27,206.49,227.7,51449.0,"7,1210,249,367",123.3,1042.75,-6.915000000000001,-1.92,211.96,229.29,30304.0,"7,1120,238,292",106.13,986.82,-8.834999999999999,-0.765,212.96,229.41,17201.0,"9,1062,228,246",123.05,945.71,-13.424999999999999,3.3000000000000003,216.16,231.22,10309.0,"8,1005,135,192",75.55,920.35,-23.490000000000002,0.42000000000000004,218.67,230.18,7627.0,"8,1003,99,155",55.29,934.45,-5.3549999999999995,-0.48,216.26,229.04,9186.0,"8,996,99,209",46.29,908.04,-13.200000000000001,-1.6800000000000002,217.98,230.25,6380.0,"8,991,84,176",37.32,915.52,-10.709999999999999,-0.315,216.66,230.9,2408.0,"7,929,46,94",22.73,886.23,-0.135,-0.09,218.92,230.5,1409.0,"0,937,37,111",14.64,888.34,-2.04,1.5150000000000001,224.57,234.5,194.36,32
60,20060727_1200,44709,"2905,458,394,263",3131.13,316.8,-2.37,0.5700000000000001,203.12,225.91,48239.0,"2894,494,405,319",3138.7,331.96,-1.935,-0.28500000000000003,202.56,223.67,61200.0,"2888,542,411,434",3118.98,340.69,-11.100000000000001,-3.195,203.15,223.18,44594.0,"2874,571,402,299",3054.48,419.75,-4.11,-5.13,201.21,222.55,45477.0,"2824,585,434,291",3025.63,446.95,-4.425000000000001,-11.504999999999999,202.8,221.14,43415.0,"2844,587,401,257",3008.51,475.56,-16.89,-1.455,203.14,219.35,48626.0,"2834,623,374,288",2982.68,486.83,-7.9350000000000005,-0.165,202.35,221.07,50185.0,"2805,638,297,306",2951.88,494.13,-4.335,-0.22499999999999998,204.82,223.04,45858.0,"2777,637,295,289",2939.56,495.36,-7.290000000000001,-0.30000000000000004,206.94,225.18,44369.0,"2803,644,333,297",2971.71,521.8,-13.200000000000001,-1.185,205.13,223.36,45580.0,"2804,662,316,274",2970.9,532.62,-8.955,-2.2800000000000002,207.45,226.5,16152.0,"2814,642,171,215",2898.41,546.47,-19.155,-1.905,212.85,228.03,21661.0,"2804,641,279,187",2925.44,552.96,1.23,-0.18,207.9,231.98,3954.0,"2858,611,137,82",2935.75,575.27,-9.075,31.875,220.77,233.6,3150.0,"2839,597,144,80",2926.68,571.6,-7.154999999999999,-11.850000000000001,227.64,236.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.21,15
54,20060727_1200,549,"2000,621,46,15",2022.15,613.65,-4.725,6.3149999999999995,206.8,225.48,2720.0,"1955,643,138,42",2010.04,618.5,-4.71,1.545,215.59,229.45,2927.0,"1914,648,151,44",1973.95,621.15,-14.355,13.02,222.68,231.86,2005.0,"1881,640,143,34",1940.91,623.1,-6.75,-0.34500000000000003,230.82,236.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.8,2
63,20060727_1300,1578,"2714,120,42,47",2734.43,95.43,-45.315,-0.015,224.81,234.2,3210.0,"2671,112,57,99",2696.84,63.68,-20.37,-14.655,214.27,232.74,5700.0,"2626,93,120,87",2679.82,35.79,-43.185,-11.399999999999999,208.26,222.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.26,2
65,20060727_1300,4073,"2477,387,105,75",2526.04,345.88,-1.7999999999999998,3.84,204.66,220.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.66,1
69,20060727_1300,3107,"66,685,86,74",105.47,650.9,-4.89,-0.30000000000000004,210.56,227.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.56,1
71,20060727_1300,1032,"2076,679,63,22",2106.85,668.22,-2.88,4.62,208.03,225.04,4233.0,"2035,730,116,79",2090.31,685.49,-2.64,21.93,208.4,227.04,5893.0,"2004,735,129,84",2068.03,693.27,-15.299999999999999,2.985,208.39,225.94,13340.0,"1906,743,279,118",2027.17,686.27,-11.895,3.51,205.65,223.74,20748.0,"1876,796,303,173",2019.55,703.15,-3.285,-1.3800000000000001,200.05,221.58,25753.0,"1838,820,322,193",2006.97,710.54,-13.995000000000001,3.42,202.71,222.53,21372.0,"1846,821,250,180",1977.9,718.41,-13.965,2.295,202.17,221.91,27134.0,"1838,849,245,207",1961.24,744.39,-11.97,-0.195,200.07,222.77,27510.0,"1827,848,245,200",1951.9,754.23,-18.240000000000002,0.72,201.92,223.5,26530.0,"1844,858,223,189",1952.68,774.1,-4.86,0.28500000000000003,198.44,220.83,29419.0,"1814,872,246,205",1933.5,779.57,-8.865,1.53,200.71,222.25,26516.0,"1796,885,201,223",1892.62,782.86,0.03,-0.255,204.99,221.61,28330.0,"1774,886,198,226",1869.66,777.99,-8.685,-0.36,211.79,224.81,26511.0,"1751,867,212,211",1852.76,765.95,-4.4399999999999995,-0.0,216.27,229.43,21388.0,"1724,861,217,205",1830.96,765.46,-6.105,0.315,218.8,233.94,4735.0,"1779,856,109,91",1825.45,803.88,-18.990000000000002,-0.12,224.98,235.92,2302.0,"1748,826,80,61",1788.94,794.55,-23.325000000000003,0.21000000000000002,230.72,237.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.44,16
73,20060727_1300,2173,"2061,1332,57,56",2088.93,1302.9,0.0,-0.0,212.6,224.08,4514.0,"2033,1338,87,76",2074.95,1301.47,-6.735,-4.9350000000000005,215.34,226.04,7032.0,"2004,1373,121,121",2062.1,1304.19,-7.8149999999999995,2.0100000000000002,219.39,229.92,9219.0,"1980,1404,137,154",2051.58,1312.49,-10.965,-2.8499999999999996,216.31,232.23,7243.0,"1996,1409,104,124",2050.57,1337.97,-8.76,0.03,217.41,229.6,9063.0,"1960,1395,140,128",2039.75,1325.04,-3.465,0.10500000000000001,222.78,231.91,12557.0,"1889,1360,205,158",1992.79,1290.46,-15.870000000000001,-1.335,213.09,232.9,6735.0,"1857,1313,134,127",1927.27,1249.38,-9.75,-6.465,216.89,231.39,4506.0,"1863,1274,89,92",1903.61,1229.51,-7.709999999999999,-0.51,223.56,233.91,1812.0,"1860,1259,59,61",1888.16,1232.24,-22.634999999999998,-3.1049999999999995,233.67,237.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.6,8
77,20060727_1400,3915,"3077,77,137,69",3151.32,46.3,2.745,-0.06,205.1,222.93,7784.0,"3078,90,155,76",3145.11,55.16,-2.37,11.67,204.98,218.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.98,2
78,20060727_1400,4968,"2501,86,117,76",2563.28,43.19,-2.46,-2.8499999999999996,211.38,224.98,8099.0,"2452,92,168,87",2530.5,50.54,-19.065,12.03,219.42,228.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.38,2
82,20060727_1400,1209,"2305,427,47,35",2326.59,407.71,-24.525000000000002,11.625,210.88,225.33,3640.0,"2259,441,104,54",2303.29,412.65,-6.735,0.855,213.07,227.98,2893.0,"2222,447,112,52",2274.45,421.75,-10.065,-3.63,220.22,232.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.88,2
84,20060727_1400,646,"2483,527,35,25",2498.73,514.53,-3.54,7.215,210.05,226.02,2850.0,"2443,544,73,56",2475.48,517.64,-21.21,2.31,208.02,220.63,6897.0,"2341,572,170,97",2440.39,523.65,-15.600000000000001,2.0100000000000002,206.69,221.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.69,2
86,20060727_1400,1223,"2780,562,68,44",2817.79,541.6,-36.825,1.6949999999999998,213.35,229.51,5886.0,"2747,578,151,85",2821.44,533.18,-5.79,0.22499999999999998,212.96,224.38,9060.0,"2701,593,168,117",2775.14,538.39,-12.285,1.32,205.5,222.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.5,2
89,20060727_1400,450,"251,1007,40,22",270.01,996.89,-9.105,-3.1500000000000004,230.61,237.58,577.0,"206,995,44,26",224.39,983.79,-39.825,-11.49,221.85,235.04,1099.0,"175,1000,49,41",198.02,980.04,-5.055,1.335,209.71,224.85,1641.0,"142,1004,57,51",170.69,976.27,-36.855000000000004,0.9750000000000001,211.45,225.6,7438.0,"111,1060,163,114",208.11,989.34,-19.155,-5.04,204.75,221.61,9340.0,"89,1064,186,128",201.91,984.88,-16.200000000000003,-3.3000000000000003,202.28,221.34,10731.0,"115,1032,179,100",213.23,977.61,-0.9750000000000001,-0.34500000000000003,205.02,221.48,11882.0,"106,1042,177,116",206.08,970.57,-2.19,-1.065,207.24,224.18,9057.0,"120,1027,149,118",201.14,957.26,-6.705,-1.41,217.15,228.06,4129.0,"137,966,108,75",184.77,931.46,-13.86,-17.294999999999998,224.83,234.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.28,6
90,20060727_1400,505,"1206,1126,29,31",1222.76,1107.13,34.29,13.395,214.08,228.82,1144.0,"1188,1143,63,57",1215.17,1113.32,-8.055,18.975,215.12,228.39,905.0,"1184,1140,56,43",1208.97,1116.78,-3.7649999999999997,0.63,218.51,230.21,1385.0,"1239,1139,60,32",1266.25,1123.98,65.115,1.1099999999999999,200.69,221.62,4753.0,"1186,1151,122,83",1248.11,1110.46,-1.155,-10.185,201.56,219.75,6573.0,"1195,1156,107,97",1244.3,1107.01,-0.39,-4.4399999999999995,205.17,220.66,5845.0,"1180,1141,105,90",1228.86,1095.79,-13.845,-15.48,209.51,224.36,4478.0,"1169,1132,85,94",1210.24,1080.26,-16.605,-18.825000000000003,217.0,228.06,3091.0,"1156,1094,80,72",1196.65,1056.34,-18.509999999999998,-24.36,227.67,233.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.69,5
